Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
MAGE_LAST_10_14,0.218,0.153,0.113,0.089,0.085
MAGE_LAST_15_20,0.254,0.183,0.135,0.102,0.096
MAGE_LAST_2_4,0.275,0.197,0.147,0.11,0.103
MAGE_LAST_5_9,0.206,0.139,0.1,0.076,0.071
SEVERE_1_HCC,-11.721,-11.771,-11.801,-11.852,-11.859
SEVERE_10_HCC,16.144,16.838,17.409,18.129,18.259
SEVERE_2_HCC,-11.721,-11.771,-11.801,-11.852,-11.859
SEVERE_3_HCC,-10.55,-10.621,-10.563,-10.542,-10.525
SEVERE_4_HCC,-9.24,-9.248,-9.085,-8.937,-8.892
SEVERE_5_HCC,-8.082,-8.043,-7.823,-7.606,-7.548
SEVERE_6_HCC,-3.581,-3.36,-3.017,-2.629,-2.542
SEVERE_7_HCC,16.144,16.838,17.409,18.129,18.259
SEVERE_8_HCC,16.144,16.838,17.409,18.129,18.259
SEVERE_9_HCC,16.144,16.838,17.409,18.129,18.259
TRANSPLANT_4_HCC,13.212,13.245,13.253,13.269,13.271
TRANSPLANT_5_HCC,13.212,13.245,13.253,13.269,13.271
TRANSPLANT_6_HCC,13.212,13.245,13.253,13.269,13.271
TRANSPLANT_7_HCC,13.212,13.245,13.253,13.269,13.271
TRANSPLANT_8_HCC,13.212,13.245,13.253,13.269,13.271
