Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC204,0,0,0,0,0
HHS_HCC205,0,0,0,0,0
HHS_HCC207,0,0,0,0,0
HHS_HCC208,0,0,0,0,0
HHS_HCC209,0,0,0,0,0
HHS_HCC217,1.907999992,1.799999952,1.730000019,1.702000022,1.700000048
HHS_HCC226,8.274000168,8.043999672,7.894000053,7.910999775,7.913000107
HHS_HCC227,4.796000004,4.647999763,4.546000004,4.493999958,4.487999916
HHS_HCC242,0,0,0,0,0
HHS_HCC243,0,0,0,0,0
HHS_HCC244,0,0,0,0,0
HHS_HCC245,0,0,0,0,0
HHS_HCC246,0,0,0,0,0
HHS_HCC247,0,0,0,0,0
HHS_HCC248,0,0,0,0,0
HHS_HCC249,0,0,0,0,0
HHS_HCC251,24.79299927,24.7859993,24.77799988,24.80999947,24.81399918
HHS_HCC253,7.811999798,7.724999905,7.665999889,7.696000099,7.699999809
HHS_HCC254,3.010999918,2.887000084,2.811000109,2.821000099,2.822999954
INT_GROUP_H,7.044000149,7.250999928,7.387000084,7.554999828,7.574999809
INT_GROUP_M,0.873000026,0.935000002,0.976999998,1.118999958,1.136000037
RXC_01,6.527999878,5.93599987,5.505000114,5.164000034,5.119999886
RXC_01_x_HCC001,0.273000002,0.519999981,0.735000014,1.187000036,1.246999979
RXC_02,8.369000435,7.751999855,7.359000206,7.413000107,7.429999828
RXC_02_x_HCC037_1_036_035_034,-0.156000003,0.043000001,0.167999998,0.300000012,0.31099999
RXC_03,0.115999997,0.112000003,0.108999997,0.096000001,0.090000004
RXC_03_x_HCC142,0,0,0,0,0
RXC_04,1.927000046,1.924000025,1.917999983,1.904000044,1.861999989
RXC_04_x_HCC184_183_187_188,0,0,0,0,0
RXC_05,1.746000051,1.590999961,1.470000029,1.292999983,1.266000032
RXC_05_x_HCC048_041,-0.819999993,-0.760999978,-0.691999972,-0.63499999,-0.625999987
RXC_06,1.796000004,1.629999995,1.452999949,1.253999949,1.226999998
RXC_06_x_HCC018_019_020_021,0.289000005,0.246999994,0.308999985,0.354999989,0.360000014
RXC_07,0.643999994,0.546999991,0.451999992,0.314999998,0.296000004
RXC_07_x_HCC018_019_020_021,-0.303000003,-0.259000003,-0.209000006,-0.169,-0.164000005
RXC_08,18.81900024,17.87700081,17.25200081,17.10099983,17.06699944
RXC_08_x_HCC118,-1.409000039,-0.898000002,-0.555999994,-0.216000006,-0.157000005
RXC_09,12.68799973,12.08500004,11.69699955,11.77000046,11.78299999
RXC_09_x_HCC048_041,-0.782999992,-0.620999992,-0.527999997,-0.43900001,-0.426999986
RXC_09_x_HCC056,-3.170000076,-2.967999935,-2.818000078,-2.753999949,-2.746000051
RXC_09_x_HCC056_057_and_048_041,0.536000013,0.65200001,0.731000006,0.83099997,0.843999982
RXC_09_x_HCC057,-0.802999973,-0.68900001,-0.545000017,-0.428000003,-0.411000013
RXC_10,12.23999977,11.8760004,11.6590004,11.70800018,11.71700001
RXC_10_x_HCC159_158,38.3219986,38.48500061,38.55799866,38.69100189,38.70600128
