Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC094,2.458,2.287,2.172,2.07,2.067
HHS_HCC096,11.422,11.316,11.236,11.163,11.16
HHS_HCC097,0.988,0.86,0.765,0.673,0.669
HHS_HCC102,2.512,2.306,2.145,1.993,1.988
HHS_HCC103,0.381,0.293,0.194,0.102,0.099
HHS_HCC106,0,0,0,0,0
HHS_HCC107,0,0,0,0,0
HHS_HCC108,0,0,0,0,0
HHS_HCC109,0,0,0,0,0
HHS_HCC110,4.08,3.879,3.737,3.594,3.588
HHS_HCC111,47.933,47.676,47.564,47.478,47.476
HHS_HCC112,1.729,1.489,1.373,1.302,1.3
HHS_HCC113,0.406,0.27,0.164,0.08,0.077
HHS_HCC114,1.702,1.571,1.48,1.395,1.392
HHS_HCC115,9.779,9.592,9.53,9.508,9.507
HHS_HCC117,0,0,0,0,0
HHS_HCC118,12.054,11.613,11.489,11.464,11.465
HHS_HCC119,0,0,0,0,0
HHS_HCC120,1.867,1.718,1.581,1.444,1.439
HHS_HCC121,10.434,10.456,10.471,10.49,10.491
HHS_HCC122,10.434,10.456,10.471,10.49,10.491
HHS_HCC123,5.192,5.01,4.876,4.742,4.736
HHS_HCC125,27.991,27.74,27.642,27.591,27.589
HHS_HCC126,0,0,0,0,0
HHS_HCC127,0,0,0,0,0
HHS_HCC128,0,0,0,0,0
HHS_HCC129,0,0,0,0,0
HHS_HCC130,5.079,4.957,4.879,4.815,4.812
HHS_HCC131,0,0,0,0,0
HHS_HCC132,0,0,0,0,0
HHS_HCC135,16.066,15.931,15.841,15.76,15.758
HHS_HCC137,3.678,3.511,3.379,3.262,3.258
HHS_HCC138,1.168,1.058,0.941,0.839,0.836
HHS_HCC139,0.667,0.568,0.475,0.401,0.399
HHS_HCC142,2.887,2.721,2.615,2.526,2.523
HHS_HCC145,12.012,11.831,11.719,11.625,11.621
HHS_HCC146,1.179,1.016,0.918,0.831,0.828
HHS_HCC149,1.578,1.375,1.247,1.134,1.131
HHS_HCC150,4.98,4.848,4.766,4.691,4.688
HHS_HCC151,2.963,2.811,2.71,2.614,2.611
HHS_HCC153,12.005,11.753,11.638,11.57,11.567
HHS_HCC154,6.543,6.389,6.331,6.296,6.295
HHS_HCC156,20.06,19.901,19.803,19.721,19.718
HHS_HCC158,13.63,13.519,13.424,13.326,13.321
HHS_HCC159,53.97,53.425,53.285,53.267,53.268
HHS_HCC160,2.042,1.884,1.76,1.641,1.637
HHS_HCC161_1,1.236,1.07,0.911,0.755,0.749
HHS_HCC161_2,0.34,0.26,0.173,0.1,0.097
HHS_HCC162,1.407,1.263,1.126,0.998,0.994
HHS_HCC163,10.492,10.456,10.471,10.49,10.491
HHS_HCC183,11.147,10.995,10.948,10.906,10.905
HHS_HCC184,35.177,34.921,34.865,34.867,34.867
HHS_HCC187,0,0,0,0,0
HHS_HCC188,0,0,0,0,0
HHS_HCC203,2,1.798,1.591,1.373,1.365
HHS_HCC204,0,0,0,0,0
HHS_HCC205,0,0,0,0,0
HHS_HCC207,0,0,0,0,0
HHS_HCC208,0,0,0,0,0
HHS_HCC209,2.352,2.125,1.829,1.386,1.369
HHS_HCC210,0,0,0,0,0
HHS_HCC211,0,0,0,0,0
HHS_HCC212,0.384,0.282,0.162,0.056,0.052
HHS_HCC217,2.095,1.988,1.905,1.842,1.84
HHS_HCC218,19.98,19.736,19.623,19.551,19.548
HHS_HCC219,2.016,1.858,1.737,1.632,1.628
HHS_HCC223,19.98,19.736,19.623,19.551,19.548
HHS_HCC226,4.053,3.817,3.674,3.575,3.573
HHS_HCC228,4.037,3.829,3.673,3.526,3.521
HHS_HCC234,0,0,0,0,0
HHS_HCC251,13.63,13.519,13.424,13.326,13.321
HHS_HCC253,7.194,7.002,6.944,6.925,6.926
HHS_HCC254,0,0,0,0,0
MAGE_LAST_10_14,0.227,0.165,0.122,0.096,0.095
MAGE_LAST_15_20,0.266,0.2,0.148,0.111,0.11
MAGE_LAST_2_4,0.269,0.195,0.144,0.105,0.104
MAGE_LAST_5_9,0.192,0.13,0.091,0.064,0.063
SEVERE_1_HCC,-10.434,-10.456,-10.471,-10.49,-10.491
SEVERE_10_HCC,15.108,15.916,16.635,17.322,17.344
SEVERE_2_HCC,-10.347,-10.401,-10.435,-10.468,-10.469
SEVERE_3_HCC,-8.328,-8.39,-8.323,-8.235,-8.231
SEVERE_4_HCC,-7.945,-7.994,-7.89,-7.708,-7.701
SEVERE_5_HCC,-5.724,-5.636,-5.381,-5.071,-5.06
SEVERE_6_HCC,-1.37,-1.098,-0.702,-0.265,-0.251
SEVERE_7_HCC,-1.37,-1.098,-0.702,-0.265,-0.251
SEVERE_8_HCC,15.108,15.916,16.635,17.322,17.344
SEVERE_9_HCC,15.108,15.916,16.635,17.322,17.344
TRANSPLANT_4_HCC,17.558,17.665,17.716,17.749,17.75
TRANSPLANT_5_HCC,17.558,17.665,17.716,17.749,17.75
TRANSPLANT_6_HCC,17.558,17.665,17.716,17.749,17.75
TRANSPLANT_7_HCC,17.558,17.665,17.716,17.749,17.75
TRANSPLANT_8_HCC,17.558,17.665,17.716,17.749,17.75
